,Sentence,type
3805,"“These details have yet to be determined,” admits Lindstedt. “People are used to very low rents and very high incomes but, in future, this will have to change.” LK has agreed to compensate residents to the value of their homes plus 25% but many locals say this is not enough to afford a new-build house at market rates.",1
3806,"To aid the valuation process, the architects have monitored the housing lettings in nearby cities over a period of years, and “tagged” the homes in Kiruna with the assets they possess, from internal space and gardens to proximity to bus stops and the city centre. They have also proposed a “Kiruna Portal ”, a kind of mass salvage yard, where materials from the doomed homes can be brought and hopefully recycled in the construction of the new buildings – although, given that Sweden has no tradition of self-build, it’s hard to see this taking off.",1
3807,"A closer look at the plan shows the new town bears little relation to the original Kiruna at all. The current town is a sprawling suburban network of winding streets, home to detached houses with gardens. White’s plan incorporates a much higher-density arrangement of multi-storey apartment blocks around shared courtyards, lining straight boulevards, down which the icy winds will surge.",1
3808,"It is an opportunity, say the architects, for Kiruna to “reinvent itself” into a model of sustainable development, attracting young people who wouldn’t have stayed in the town before, with new cultural facilities and “visionary” things such as a cable car bobbing above the high street. But it is a vision that many of the existing residents seem unlikely to be able to afford.",1
3809,"﻿Lego’s profits rose strongly in the first half of 2014, helped by the success of its Lego Movie , which has stormed box offices in the US and UK.",1
3810,"The Danish toy firm’s sales rose across Europe, the Americas and Asia as children snapped up products linked to the film. The film, released in February, took more than $250m in the US and £31m in the UK by the first weekend in April.",1
3811,The movie cost about $60m to make and has been described as a near-flawless piece of content marketing by creating entertaining content aimed at consumers who are likely to go out and buy the company’s products.,1
3812,"Lego’s finance director, John Goodwin, said: “The strong performance of the Lego Movie products had a positive effect during the first half of 2014, and it remains to be seen how the line will continue to develop behind the highly anticipated launch of the movie on DVD in the second half of 2014.”",1
3813,Operating profit for the first six months of Lego’s financial year increased by 12% to $630m. Sales rose by 11% to more than three times the figure six years before.,1
3814,"Jørgen Vig Knudstorp, Lego’s chief executive, said: “It is a very satisfactory result that shows our significant growth in recent years in a tough economic environment. The result for the first half of 2014 is an outcome of our ability to develop, launch and distribute Lego products, which children all over the world put at the top of their wishlists.”",1
3815,"Lego, based in the small town of Billund, started producing its plastic bricks in 1949 and became a staple children’s toy around the world by the 1970s. But the group lost its way and was on the brink of collapse in 2003. Knudstrop took over as chief executive, ending 70 years of family rule, and ditched hundreds of surplus products to refocus the business on its trademark bricks.",1
3816,The company opened its first factory in China in April and opened an office in Shanghai to spearhead expansion in the world’s second- biggest economy.,1
3817,"﻿Loneliness has finally become a hot topic – the Office for National Statistics has found Britain to be the loneliest country in Europe. British people are less likely to have strong friendships or know their neighbours than residents anywhere else in the EU and a relatively high proportion of them have no one to rely on in a crisis. Meanwhile, research by Professor John Cacioppo at the University of Chicago has found loneliness to be twice as bad for older people’s health as obesity and almost as great a cause of death as poverty.",1
3818,"But, shocking as this is, such studies overlook the loneliness epidemic among younger adults. In 2010, the Mental Health Foundation found loneliness to be a greater concern among young people than the elderly. The 18- to 34-year-olds surveyed were more likely to feel lonely often, to worry about feeling alone and to feel depressed because of loneliness than the over-55s.",1
3819,"“Loneliness is a recognized problem among the elderly – there are day centres and charities to help them,” says Sam Challis, an information manager at the mental health charity Mind, “but, when young people reach 21, they’re too old for youth services.” This is problematic because of the close relationship between loneliness and mental health – it is linked to increased stress, depression, paranoia, anxiety, addiction, cognitive decline and is a known factor in suicide. In a new essay, Paul Farmer, the chief executive of Mind, and Jenny Edwards, the chief executive of the Mental Health Foundation, say it can be both a cause and effect of mental health problems.",1
3820,"But what can young people do to combat loneliness? Dr Grant Blank, a survey research fellow at the Oxford Internet Institute, points out that social media and the internet can be a boon and a problem. They are beneficial when they enable us to communicate with distant loved ones, but not when they replace face-to-face contact. “People present an idealized version of themselves online and we expect to have social lives like those portrayed in the media,” says Challis. Comparing friends’ seemingly perfect lives with ours can lead us to withdraw socially.",1
3821,"While meditation techniques and apps such as Headspace are trendy solutions frequently recommended for a range of mental health problems, they’re not necessarily helpful for loneliness, as they actively encourage us to dwell alone on our thoughts. “You’d be better off addressing the underlying causes of being lonely first – what’s stopping you going out and seeing people?” asks Challis.",1
3822,"Indeed, a study of social media at the University of Michigan in 2013 found that, while Facebook reduces life satisfaction, using technology to help you meet new people can be beneficial. And, if for whatever reason, you are unable to venture outside, the internet can bring solace. Mumsnet has been “an absolute godsend” for Maddy Matthews, 19, a student with a two-month-old daughter. Since the birth, she rarely sees her university friends and her partner works most evenings. “In the first few days, I was up late at night feeding her and I was worried I was doing something wrong. Being able to post on Mumsnet has helped me feel less alone.”",1
3823,"Helplines can also reduce loneliness, at least in the short term. One in four men who call the emotional support charity Samaritans mention loneliness or isolation and Get Connected is a free confidential helpline for young people, where they can seek help with emotional and mental health issues often linked to loneliness. There are also support services on websites such as Mind’s that can remind you you’re not alone.",1
3824,"At work, it can be beneficial to tell your employer how you’re feeling. John Binns, who advises businesses on mental health and well-being, was admitted to hospital for stress-related depression in 2007 and took two months off work. He felt as if there was no one to talk to and he wasn’t close enough to colleagues for them to notice the changes in his behaviour. Greater openness with his employer and colleagues made his return to work easier. “Often people find that colleagues are more supportive than they’d expected. Mine started to reach out, asking me to lunch and reassuring me that the world hadn’t moved on that much since I’d left.”",1
3825,"Office chit-chat may seem like a waste of time, but it helps to cushion us from the emotional and psychological effects of work strain. “If you form connections with your team, you might be stressed but not isolated,” says Rick Hughes,",1
3826,the British Association for Counselling and Psychotherapy’s (BACP) lead adviser for the workplace.,1
3827,"“We treat the networks we have as incidental but they’re fundamental to our well-being,” says Nicky Forsythe, a psychotherapist and the founder of Talk for Health, a social enterprise that trains people to give and receive peer support in groups. “The most important thing is to have a regular time and place to reflect on your life and to have an empathetic listener.”",1
3828,"For developing personal skills such as empathy, counselling can help. The BACP website allows you to search for counsellors in your area. “A problem aired is a problem shared and sometimes you need to talk to someone impartial and independent of your friends and family,” says Hughes. Most universities offer students such counselling and many run group sessions that specifically address loneliness.",1
3829,"If recent research is to be believed, loneliness is killing the elderly and, with an ageing population, we should aim to reduce our isolation before it is too late. “Getting older doesn’t have to mean getting lonelier,” says Ruth Sutherland, the chief executive of the relationship counselling service Relate, in a new report. “But much of this rests on laying the foundations to good-quality relationships earlier in life.”",1
3830,"﻿A nasal spray laced with the 'Love hormone' oxytocin could help children with autism learn to handle social situations better, US researchers claim. Scans of children with autistic spectrum disorder showed that a single dose of the chemical improved brain responses to facial expressions, a shift that could make social interactions feel more natural and rewarding for them.",1
3831,"The scientists behind the research said a course of oxytocin might boost the success of behavioural therapies that are already used to help people with autism learn to cope with social situations. “Over time, what you would expect to see is more appropriate social responding, being more interested in interacting with other people, more eye contact and more conversational ability,” said Kevin Pelphrey, director of the Child Neuroscience Lab at Yale University.",1
3832,"Autism is a developmental disorder seen in more than one in 100 people. The condition affects individuals in different ways, but is characterized by difficulties in social interaction and communication. So far, there is no established treatment for the social problems caused by autism. Researchers at Yale have studied the brain chemical oxytocin as a potential treatment for the social impairments caused by autism because it plays a crucial role in bonding and trust. Results have been mixed, though: one recent study found no significant benefit for youths given the chemical over several days. But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used with therapies that encourage people with autism to engage more socially, he said.",1
3833,"“Our study shows that oxytocin affects the brain and opens up the possibility that, when combined with behavioural treatments, it works like a social enhancer,” he said. The scientists used a technique called functional MRI to scan the brains of 17 youths aged eight to 16 with autism while they looked at images of cars or the eyes of people expressing various emotions. The scans were given 45 minutes after the participants inhaled a placebo or oxytocin through a nasal spray.",1
3834,"The scans showed that reward circuitry in the children’s brains behaved more normally after a snort of oxytocin, being more active when the person was looking at faces and less active when viewing the inanimate cars. The study appears in the latest issue of the journal Proceedings of the National Academy of Sciences in the United States. “If this is replicated, it suggests that oxytocin might treat something for which we don’t have a treatment in autism, and that’s the core social motivation,” Pelphrey told the Guardian.",1
3835,"He warned that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and cautioned against buying oxytocin from suppliers online. “We don’t want them running out on the basis of this study or any other and trying oxytocin at home. There is no telling what they are buying. We are nowhere near thinking this is a ready treatment. It needs more follow-up,” he said. “This is an important new study in identifying changes in brain activity in key regions of the brain involved in social cognition in autism following oxytocin administration,” said Simon Baron-Cohen, director of the Autism Research Centre at Cambridge University. A surprising finding, however, is that oxytocin nasal spray did not change performance on the social cognitive task. Nor is it clear yet if oxytocin only has benefits for people with autism or has any unwanted side effects.",1
3836,"Finally, oxytocin effects only last about 45 minutes, so there may be practical considerations as to whether this could be used as a treatment.",1
3837,"“From a scientific perspective, this study has a lot of evidence from animal and human work to justify serious attention, but more research is needed. Doctors should be cautious about the clinical potential of this hormone until we know much more about its benefits and risks, in much larger studies.” Said Simon Baron-Cohen.",1
3838,"Uta Frith, who studies autism at University College London, said: “According to this study, oxytocin may have the effect of making faces more interesting as assessed by greater activity in brain structures concerned with reward evaluation. Disappointingly, this effect is seen only in brain activity and not in behaviour. Demonstrating an effect on behaviour will be critical if nasal spray treatment is to be of any value.”",1
3839,"﻿He is the star of one of the world’s longest running and most successful film series, with 23 movies and more than $6bn amassed at the global box office, but James Bond shows no signs of slowing down. In fact, the Bond brand is stronger than ever, after the record-breaking performance of Skyfall, which became the biggest ever film at the UK box office on its release in 2012 and, with its total earnings of $1.1bn, currently stands in ninth place of all-time largest earners.",1
3840,"Hence the intense interest that surrounded the announcement of a few more details of the 24th Bond film – not the least its official title, Spectre. The number one question is this: can Spectre repeat the Skyfall trick? Will Skyfall remain a high water mark for the Bond movie or can Spectre extend this winning run?",1
3841,"Charles Gant, film editor for Heat magazine, says the indications are it is heading in the right direction.” Skyfall was a brilliant strategic move,” he says. “It was cleverly positioned as simultaneously modern and retro. It appealed to the Daniel-Craig-era fans, who are relative newcomers to the franchise, and it also managed to engage the older, more nostalgic elements of the audience, who may have lost interest over the previous few films. With the new title,” he adds, “they are already on to a winner. My feeling is that Spectre announces that they want to hang on to the nostalgic, more age-diverse Bond fan, as well as retaining the younger audience.”",1
3842,"The initial signs are that Eon Productions, the company originally founded in 1961 to make Dr No and that is behind all the “official” Bonds, is doing its utmost to ensure lightning strikes twice by installing the key creative talent behind Skyfall on Spectre. Daniel Craig has been tied down at least until Bond 25, while the same writers have produced the script.",1
3843,"But it’s the recapture of director Sam Mendes that gives Bondwatchers the most hope. A director principally known for character studies such as American Beauty and Revolutionary Road, Mendes has taken the Bond series to new heights. Gant says: “Mendes managed to engage with both the modern and the traditional Bond audience, and he also pulled in high-calibre actors like Ralph Fiennes. To get actors like Fiennes in, they have to be happy with the director.”",1
3844,"Among other achievements, Skyfall virtually doubled the box office of its predecessor, Quantum of Solace, which managed a worldwide figure of $586m on its release in 2008. No one is expecting anything like that this time, but Eon will not be complacent.",1
3845,"Though the Bond series was not in trouble before Mendes’s arrival – and Craig’s – there was the sense of a certain amount of staleness towards the end of Pierce Brosnan’s run. The series had survived the drying up of actual Bond stories to adapt, the movies having long since departed from any resemblance to the Ian Fleming originals, but it was lacking a certain dynamism.",1
3846,"This cycle, however, was nothing new: the history of the Bond series has been one of ebb and flow, stasis and renewal, revolving most obviously around the lead actor: first, Sean Connery; then, successively, George Lazenby, Roger Moore, Timothy Dalton, Brosnan and, now, Craig. Each appointment has been a response to the state of the series and some have worked out better than others.",1
3847,"Lazenby only lasted a single film, while Dalton’s two efforts, The Living Daylights and Licence to Kill coincided with a period in the late 80s when the 007 movie had been thoroughly eclipsed by more aggressive, slickly produced Hollywood action movies. According to Gant, “the period of Roger Moore’s last ones, going into Dalton, didn’t really excite audiences. Brosnan saw a bit of an upturn commercially, while Craig has taken it to new levels. On the other hand, the early Bonds were incredibly commercial films, sexy and exciting, and there was very little around like them.”",1
3848,"It’s a point worth underlining that, although Skyfall’s actual receipts dwarf all the other Bond films, the performance of some of the 1960s entries in the series was almost as brilliant by comparison. With figures adjusted for inflation, the 1965 release, Thunderball , is only a hair’s breadth below Skyfall , while Goldfinger and You Only Live Twice both outperformed the other Craig films (as did the 70s Bonds, The Spy Who Loved Me and Live and Let Die ). By this reckoning, Licence to Kill is the worst-performing of all Bonds, with Moore’s final effort, A View to a Kill, in second-to-last place.",1
3849,"Nevertheless, the Bond brand has remained immensely powerful over the decades, with Eon being forced to fend off attempts by rival outfits to capitalize on the series’s popularity. Through a quirk of rights ownership, adaptations of Casino Royale (in 1967) and Thunderball (as Never Say Never Again , in 1983) were released in competition with Eon productions. Although subject to legal disputes over several decades, Eon now has full control of both books.",1
3850,"Casino Royale, whose rights had been individually sold off by Fleming in 1955, eventually passed to Eon in 1999 as a result of an agreement between Eon’s backers, MGM, and rival Hollywood studio Sony – thereby clearing the way for the 2006 version. Thunderball, on the other hand, owed its disputed status to writer-producer Kevin McClory, who helped Fleming outline the original story and who claimed ownership of the novel over subsequent decades, and produced Never Say Never Again as a result. After McClory’s death in 2006, his family eventually settled with MGM and Eon’s parent company in November 2013.",1
3851,"If the initial surge of enthusiasm for Bond movies lasted through the 60s and into the 1970s, it’s fair to say that the series almost ground to a halt after Licence to Kill’s poor figures. Goldeneye, the first of Brosnan’s efforts, heralded a dramatic renewal: not simply because of a new actor but, more significantly, because of who was behind the camera.",1
3852,"However, after a six-year break, Eon installed Martin Campbell in the chair: another experienced British director but one who was able to orchestrate one of the most elaborate stunts in Bond history. The justly renowned opening scene of Goldeneye – during which Bond freefalls into the cockpit of a pilotless light aeroplane – did much to reinvigorate and modernize the series on its own. Moreover, a whole new generation was reached through a hugely successful Goldeneye video-game spin-off, making a significant contribution to perceptions that the Bond film was no longer stale and old-fashioned.",1
3853,"﻿Benjamin Carle is 96.9% made in France, right down to his underpants and socks. Unfortunately, six Ikea forks, a Chinese guitar and unsourced wall paint stopped him being declared a 100% economic patriot, but nobody is perfect.",1
3854,"Carle, 26, set out, in 2013, to see if it was possible to live using only French-made products for ten months as part of a television documentary.",1
3855,The idea was triggered by the Minister for Economic Renewal Arnaud Montebourg’s call for the public to buy French to save the country’s industrial production sector.,1
3856,"The experiment cost Carle his smartphone, television, refrigerator (all made in China); his spectacles (Italian); his underpants (Moroccan); morning coffee (Guatemalan) and his adored David Bowie music (British).",1
3857,"Fortunately, his long-suffering girlfriend, Anaïs, and cat, Loon, (both French) stuck with him.",1
3858,"“Politicians say all sorts of things and expect us to go along with it. I wanted to see if it was possible and feasible to do what the minister was asking us to do; to hold him to account for his words,” Carle told the Guardian over a non-French coffee in a Parisian café after finishing his documentary.",1
3859,"He set just three rules: eat only foods produced in France, eliminate contact with foreign-made goods and do so on €1,800 a month (above the minimum wage of €1,430 to cover the extra expense of living in Paris).",1
3860,"The journalist was shocked to find out at the start of the experiment that only 4.5% of the contents of his flat were made nationally – and that the rest would have to go, including the lightbulbs (China) and green beans (Kenya).",1
3861,The removal men left his home almost bare.,1
3862,"Left without a refrigerator (none are made in France) or nail clippers, he was forced to chill his food on the window ledge and saw at his toenails with a penknife.",1
3863,"His foreign-made clothes, down to his underwear, were replaced with more expensive alternatives: French-produced underpants (€26), socks (€9), polo shirt (€75), espadrille sandals ( €26), but no jeans as none are produced in France.",1
3864,"During the experiment, Carle scoured supermarket shelves for 100% French-made products, learned to cook seasonal fruit and vegetables grown in France, proudly brushed his teeth with the last toothbrush made in France by a company in Picardie employing 29 people and hand-washed his smalls until he found the last French-made washing machine (which, being top opening, would not fit under the kitchen counter).",1
3865,"Going out with friends was problematic – no American films, no Belgian beer, no sushi or pizza. Staying home, with no sofa for the first few months and no television, meant listening to crooner Michel Sardou and reading French novels. French wine was, of course, allowed and French-Canadian singer Céline Dion, but not, according to his advisers, French bands such as Daft Punk, who sing in English.",1
3866,"Unable to use his British-made bicycle or even a French car after discovering the only affordable Peugeot, Renault and Citroën models are mostly made overseas, he invested in a fug-emitting orange Mobylette moped.",1
3867,"The last things to go were the computer, replaced by a Qooq, a recipe tablet that connects – slowly – to the internet and the iPhone, swapped for an old Sagem mobile.",1
3868,"The documentary shows Carle – realizing he is addicted to his iPhone – smashing it with a brand-new French-made Tefal saucepan, while his girlfriend shrieks: “Are you crazy? Those are new pans!”",1
3869,"Carle tells viewers his aim is to “save the French economy. After all, I like Mission Impossible”. He admits the experiment was part serious and part jest. At one point, he consults a French language expert to check if he should be using “cool” and other Anglicisms – he was advised to swap it for the nearest French equivalent: “chouette”.",1
3870,"On discovering France makes no refrigerators (apart from wine coolers) or televisions, but is big in aeroplane seats and windmills, he sighs and says: “Great. Nothing that will fit into my apartment.”",1
3871,"At the end of the experiment, Carle takes out a bank loan to refurnish his home and clothe himself. A special “auditor” declares him 96.9% “made in France” and Montebourg visits to present him with a medal.",1
3872,"Carle’s conclusion: “It’s not entirely possible or even desirable to live 100% made in France, particularly in terms of new technology. But that wasn’t the point.",1
3873,"“This wasn’t about French nationalism or patriotism. It was trying to show that we should reflect about the way we consume and make different choices, and that applies in all countries. If we want to save jobs and industries, wherever we are, we might think about supporting them.",1
3874,“A T-shirt is more expensive in France but I can be sure it has been produced by workers who are correctly paid and have good working conditions. I cannot be sure about a cheaper T-shirt produced in Asia or Morocco.”,1
3875,He added: “It’s hypocrisy to go around blaming capitalists for a country’s economic decline when people could be doing more as consumers.”,1
3876,"Carle says he hopes to continue supporting French industry and producers, but not 100%. “It is a full-time job just finding the stuff,” he said.",1
3877,The first thing he did when the experiment ended was invite his friends around for the evening to enjoy “a plate of cheese and listen to the David Bowie album Aladdin Sane”.,1
3878,“It was difficult not being able to invite people around because there was nowhere to sit ... but I’d choose the Bowie over a sofa any day.”,1
3879,"﻿He is not the first person to express scepticism about Mars One, a vastly ambitious private mission aiming to settle humans on Mars from 2025. But Joseph Roche is different from most critics: he’s on the shortlist of astronauts.",1
3880,"Roche, an astrophysicist at Trinity College Dublin who was announced in February as among the 100 people in line for the mission, has written for the Guardian expressing his grave doubts about the viability of Mars One.",1
3881,"The selection process, Roche writes, “was not rigorous enough to reach the requisite standard of more traditional astronaut selection programmes”. He also says the Dutch Mars One team have displayed “a certain naivety” in believing they can succeed alone in the supposed $6bn mission and should now accept it is very unlikely to happen.",1
3882,"He writes: “More openness and transparency would benefit Mars One greatly but I think that the shortcomings of the selection process, coupled with their unwillingness to engage and collaborate with the scientific community mean that the time might have come for Mars One to acknowledge the implausibility of this particular venture and turn their efforts towards supporting other exciting and more viable upcoming space missions.”",1
3883,"Roche also expressed worries about the way the mission organizers publicized a so-called top-ten candidates. The ranking, he said, didn’t mean these were the most likely potential astronauts but was, instead, based on how many “supporter points” each had earned through acts such as buying official merchandise.",1
3884,He writes: “These points are Mars One’s supporter points which 'represent the degree of your support to Mars One’s mission'.” These points play no role in the selection process and serve only to show how much each supporter has donated to Mars One.”,1
3885,"The official timeline for the mission says the group plans to dispatch a stationary lander and satellite to Mars in 2018, followed by a rover in 2020 and cargo missions starting in 2022. Humans would start arriving in 2025 and crews of four would be sent every two years to add to the settlement. They would not return to Earth.",1
3886,"In February, a prominent supporter of the project, Gerard’t Hooft, a Dutch Nobel laureate in physics, said he did not believe this timetable was realistic. He said: “It will take quite a bit longer and be quite a bit more expensive. When they first asked me to be involved, I told them: 'You have to put a zero after everything'.”",1
3887,"Roche also spoke to Medium, a US blogging platform that has previously expressed grave sceptism about Mars One, reporting among other things that the supposed 200,000 applications to be astronauts in fact totalled 2,761.",1
3888,"He told Medium about the selection process in more detail: “I have not met anyone from Mars One in person. Initially, they’d said there were going to be regional interviews; we would travel there, we’d be interviewed, we’d be tested over several days and, in my mind, that sounded at least like something that approached a legitimate astronaut selection process.",1
3889,"“But then they made us sign a non-disclosure agreement if we wanted to be interviewed and then, all of a sudden, it changed from being a proper regional interview over several days to being a ten-minute Skype call.”",1
3890,Roche told the Guardian he did not want to give more interviews as he was wary about being negative about the idea of space travel.,1
3891,"In his comment piece he writes: “I am passionate about pushing the boundaries of scientific endeavour and that is why the ambitiousness of the Mars One plan appealed to me. Although Mars One were never likely to overcome the financial and technical barriers during their proposed timeline, it was refreshing to hear a new idea that challenges us to think about our own role in the future of space exploration.",1
3892,"“Being part of the subsequent public debate over the ethics and morality of future missions has been one of the most interesting and enjoyable aspects of my candidacy with Mars One. If a one-way mission to Mars ever became possible, then I would always volunteer. For an astrophysicist, that is not a difficult decision to make but it is also a moot point because I do not think we will see a one-way mission in my lifetime.”",1
3893,"﻿Why do it? Talking to the men earmarked to be the elite referees of the future, the question elicits a knowing smile. This season, criticism of referees has increased to the point where some former referees have felt compelled to complain about standards. That is quite striking because, the more you talk to referees, the more obvious it is that supporting each other through thick and thin is fundamental.",1
3894,"So why do it? Why spend countless hours driving up and down the country to dole out rules, some of which are inevitably going to upset people, trying to climb the ladder until you get the chance to make decisions on television in front of millions who scrutinize you and your ability with the aid of umpteen different angles and slow-motion replays?",1
3895,"A glimpse of an answer appears on the face of Lee Swabey moments after he blows the final whistle of a 2 –1 win for Grimsby over Woking, a match at level 5 of the English league system. He gets what all referees hope for every time they referee a match. “Twenty-two handshakes,” he explains afterwards, proudly. Symbolically, a full set of handshakes, plus a “well done” from both managers, represents maximum satisfaction. “The buzz,” as he calls it, of a game that passes smoothly, is something he loves. “I wouldn’t spend so much time away from my family if this didn’t mean the world to me.”",1
3896,"As one of the group that is highly regarded by the Professional Game Match Officials Limited (PGMOL) for his potential, Swabey knew he was being watched at that match. PGMOL’s chief, Mike Riley, was in attendance, along with Steve Dunn, who is the coach for this level, armed with notes and stopwatch to catalogue every significant move the officials make.",1
3897,"A few weeks earlier, Riley, Dunn and another former referee, Peter Jones, made their way to another level-5 match to monitor another referee tipped to progress – John Brooks. “I hope to have the opportunity to get promoted to the Premier League and officiate some of the top games in this country,” Brooks says.",1
3898,"The most the PGMOL delegation got to observe, however, was the way Brooks handled the somewhat tricky situation of calling off the match because of a frozen pitch. It is all part of the experience Brooks needs to acquire before he is trusted with more high-profile games, the different problems that need dealing with – often, clubs are very reluctant to have a late postponement, particularly when they have to pay all the staff who have turned up but will not receive any gate money.",1
3899,"Brooks phoned his coach for advice and made the difficult but correct decision. A little later, the football club secretary arrived with envelopes to pay the officials for their time – the match fee at level 5 is £95 so it is safe to assume these men do not do it for the cash.",1
3900,"Brooks, like Swabey, has clear ambitions to progress. He is under no illusions that developing a thick skin and perfecting strategies to deal with disappointments is a big part of that. How does he feel watching football on TV when a referee gets vilified? “Erm … not great,” he admits. “I’ve been in that situation once where I have made an incorrect decision and it was a deciding goal that was just offside. Your heart sinks. You can’t stop thinking about it.",1
3901,"“I do sometimes wish people understood the time and effort we put in. It is very easy to criticize a decision but we do everything to try to get these decisions right. In certain situations, you are going to be unpopular but, if you are uncomfortable with that, you are probably in the wrong job.”",1
3902,"The former referees agree that the backup, education and tools that today’s referees have is a world away from what they experienced in their own days. Riley, as a young referee, went out and bought himself books on psychology and nutrition as there was no information on offer to him at all.",1
3903,"Contrast this with Brooks, who has a coach at the end of the phone. They consult weekly, discuss how his games have gone, study footage of key decisions and work out how to improve. He also has the support of a sports psychologist, Liam Slack, for regular guidance and an exercise regime to help him handle the 11km he runs during a game.",1
3904,"Brooks says psychology is vital in his development. “One of the things we have talked about is forgetting decisions and moving on,” he explains. “There may be a big decision to make in the first 30 seconds of the game. Once you have made that, you need to stay focused for the next 89 minutes and not be wondering whether that was correct or worrying about that decision. Liam has taught us some techniques for releasing that decision. Working with the sports psychologist is really important for mental toughness.”",1
3905,"Jones believes the whole approach can only help. “I refereed in professional football but, looking back, I was an amateur,” he says. “I was going to work – I worked for British Telecom – and I might referee at Newcastle on a Wednesday evening and, 9am the next morning, I was in Leicester trying to speak to customers. I perhaps hadn’t slept. Training was ad hoc. We were amateurs in a professional environment compared to now.”",1
3906,"When the subject of technology comes up, the three former refs are unanimous in their support of it. “We are all in favour of anything that makes the referee’s job better and makes them more effective on the field of play,” says Riley. Minimizing mistakes is the aim. After all, a bad decision can stick with you for a while. “The rest of your life,” notes Jones with a chuckle.",1
3907,﻿A mirror that sends heat into the frigid expanse of space has been designed by scientists to replace air-conditioning units that keep buildings cool on Earth.,1
3908,Researchers believe the mirror could slash the amount of energy used to control air temperatures in business premises and shopping centres by doing away with power-hungry cooling systems.,1
3909,"Around 15% of the energy used by buildings in the US goes on air conditioning, but the researchers’ calculations suggest that, in some cases, the mirror could completely offset the need for extra cooling.",1
3910,"In a rooftop comparison of the device in Stanford, California, scientists found that, while a surface painted black reached 60C more than ambient temperature in sunlight and bare aluminium reached 40C more, the mirror was up to 5C cooler than the surrounding air temperature.",1
3911,"“If you cover significant parts of the roof with this mirror, you can see how much power it can save.",1
3912,"You can significantly offset the electricity used for air conditioning,” said Shanhui Fan, an expert in photonics at Stanford University, who led the development of the mirror. “In some situations, the computations say you can completely offset the air conditioning.”",1
3913,"Buildings warm up in a number of different ways. Hot-water boilers and cooking facilities release heat into their immediate surroundings. In hot countries, warm air comes in through doors and windows. Then, there is visible light and infrared radiation from the sun, which also heat up buildings.",1
3914,"The Stanford mirror was designed in such a way that it reflects 97% of the visible light that falls on it. But, more importantly, it works as a thermal radiator. When the mirror is warmed up, it releases heat at a specific wavelength of infrared light that passes easily through the atmosphere and out into space.",1
3915,"To make anything cool requires what engineers call a heat sink: somewhere to dump unwanted heat. The heat sink has to be cooler than the object that needs cooling or it will not do its job. For example, a bucket of ice will cool a bottle of wine because it becomes a sink for heat in the liquid. The Stanford mirror relies on the ultimate heat sink: the universe itself.",1
3916,"The mirror is built from several layers of wafer-thin materials. The first layer is reflective silver. On top of this are alternating layers of silicon dioxide and hafnium oxide. These layers improve the reflectivity but, also, turn the mirror into a thermal radiator. When silicon dioxide heats up, it radiates the heat as infrared light at a wavelength of around ten micrometres. Since there is very little in the atmosphere that absorbs at that wavelength, the heat passes straight out to space. The total thickness of the mirror is around two micrometres or two thousandths of a millimetre.",1
3917,"“The cold darkness of the universe can be used as a renewable thermodynamic resource, even during the hottest hours of the day,” the scientists write in Nature. In tests, the mirror had a cooling power of 40 watts per square metre at ambient temperature.",1
3918,"Writing in the journal, Fan puts the installed cost of mirrors at between $20 and $70 per square metre and calculates an annual electricity saving of 100MWh on a three-storey building.",1
3919,"Fan said that the mirror could cool buildings – or other objects – simply by putting it in direct contact with them. Coating the roof of a building with the mirror would prevent heating from sunlight but do little to remove heat from its interior. More likely, the mirror would be used to cool water or some other fluid that would then be pumped around the building.",1
3920,"He ruled out the idea of using the mirrors to slow down global warming. “Roof space accounts for only a small portion of the Earth’s surface so, at this point, we don’t think this would be a geoengineering solution. Rather, our contribution on the greenhouse-gas-emission issue is simply to reduce electricity consumption,” he said.",1
3921,"“I’m really excited by the potential it has and the applications for cooling,” said Marin Soljačić, a physicist at the Massachusetts Institute of Technology. “You could use this on buildings so you have to spend much less on air conditioning or maybe you wouldn’t need it at all. You could put it on top of shopping malls. With a large enough surface, you could get substantial cooling.”",1
3922,,1
3923,"﻿The Moroccan city of Ouarzazate is used to big productions. On the edge of the Sahara Desert and at the centre of the North African country’s “Ouallywood” film industry, it has played host to big-budget location shots in Lawrence of Arabia, The Mummy, The Living Daylights and even Game of Thrones.",1
3924,"Now, the trading city, nicknamed the “door of the desert”, is the location for another blockbuster – a complex of four linked solar mega-plants, which, alongside hydro and wind, will help provide nearly half of Morocco’s electricity from renewables by 2020 with, it is hoped, some spare to export to Europe. The project is a key plank in Morocco’s ambitions to use its untapped deserts to become a global solar superpower.",1
3925,"When the full complex is complete, it will be the largest concentrated solar power plant in the world and the first phase, called Noor 1, will go live in November 2015. The mirror technology it uses is less widespread and more expensive than the photovoltaic panels that are now familiar on roofs the world over but it will have the advantage of being able to continue producing power even after the sun goes down.",1
3926,"The potential for solar power from the desert has been known for decades. In the days after the Chernobyl nuclear accident in 1986, the German particle physicist Gerhard Knies calculated that the world’s deserts receive enough energy in a few hours to provide for humanity’s power needs for a whole year. The challenge, though, has been capturing that energy and transporting it to the population centres where it is required.",1
